strategy,correct,latency_ms,fact_type,distance,is_first,conversation_length
similarity,True,0.5779266357421875,color,23,True,30
hybrid_r0.9_s0.1,True,0.4551410675048828,color,23,True,30
hybrid_r0.7_s0.3,True,0.4906654357910156,color,23,True,30
hybrid_r0.5_s0.5,True,0.4477500915527344,color,23,True,30
hybrid_r0.3_s0.7,True,0.4601478576660156,color,23,True,30
latest,True,0.001430511474609375,pet,11,False,30
similarity,False,0.9930133819580078,pet,11,False,30
hybrid_r0.9_s0.1,True,0.89263916015625,pet,11,False,30
hybrid_r0.7_s0.3,True,0.8392333984375,pet,11,False,30
hybrid_r0.5_s0.5,True,0.9188652038574219,pet,11,False,30
hybrid_r0.3_s0.7,True,0.9195804595947266,pet,11,False,30
latest,True,0.00095367431640625,pet,21,False,30
similarity,False,0.9567737579345703,pet,21,False,30
hybrid_r0.9_s0.1,True,0.8978843688964844,pet,21,False,30
hybrid_r0.7_s0.3,True,0.823974609375,pet,21,False,30
hybrid_r0.5_s0.5,True,0.8466243743896484,pet,21,False,30
hybrid_r0.3_s0.7,True,1.2192726135253906,pet,21,False,30
latest,True,0.0021457672119140625,pet,16,False,30
similarity,True,0.6766319274902344,pet,16,False,30
hybrid_r0.9_s0.1,True,0.6535053253173828,pet,16,False,30
hybrid_r0.7_s0.3,True,0.5559921264648438,pet,16,False,30
hybrid_r0.5_s0.5,True,0.7195472717285156,pet,16,False,30
hybrid_r0.3_s0.7,True,0.7975101470947266,pet,16,False,30
latest,False,0.0019073486328125,color,29,True,30
similarity,True,1.8529891967773438,color,29,True,30
hybrid_r0.9_s0.1,False,1.8076896667480469,color,29,True,30
hybrid_r0.7_s0.3,False,1.8851757049560547,color,29,True,30
hybrid_r0.5_s0.5,False,1.8489360809326172,color,29,True,30
hybrid_r0.3_s0.7,False,1.9469261169433594,color,29,True,30
latest,False,0.0019073486328125,color,25,True,30
similarity,False,1.3892650604248047,color,25,True,30
hybrid_r0.9_s0.1,False,1.1756420135498047,color,25,True,30
hybrid_r0.7_s0.3,False,1.1966228485107422,color,25,True,30
hybrid_r0.5_s0.5,False,1.3000965118408203,color,25,True,30
hybrid_r0.3_s0.7,False,1.2273788452148438,color,25,True,30
latest,True,0.0016689300537109375,hobby,18,True,30
similarity,True,1.402139663696289,hobby,18,True,30
hybrid_r0.9_s0.1,True,1.329660415649414,hobby,18,True,30
hybrid_r0.7_s0.3,True,1.3759136199951172,hobby,18,True,30
hybrid_r0.5_s0.5,True,1.344919204711914,hobby,18,True,30
hybrid_r0.3_s0.7,True,1.3480186462402344,hobby,18,True,30
latest,True,0.0011920928955078125,pet,25,False,30
similarity,True,0.7584095001220703,pet,25,False,30
hybrid_r0.9_s0.1,True,0.743865966796875,pet,25,False,30
hybrid_r0.7_s0.3,True,0.7452964782714844,pet,25,False,30
hybrid_r0.5_s0.5,True,0.7417201995849609,pet,25,False,30
hybrid_r0.3_s0.7,True,0.7374286651611328,pet,25,False,30
latest,True,0.001430511474609375,pet,16,False,30
similarity,True,0.8106231689453125,pet,16,False,30
hybrid_r0.9_s0.1,True,0.6992816925048828,pet,16,False,30
hybrid_r0.7_s0.3,True,0.6349086761474609,pet,16,False,30
hybrid_r0.5_s0.5,True,0.6406307220458984,pet,16,False,30
hybrid_r0.3_s0.7,True,0.6320476531982422,pet,16,False,30
latest,True,0.00095367431640625,hobby,20,False,30
similarity,False,1.0156631469726562,hobby,20,False,30
hybrid_r0.9_s0.1,True,0.934600830078125,hobby,20,False,30
hybrid_r0.7_s0.3,True,0.8087158203125,hobby,20,False,30
hybrid_r0.5_s0.5,True,0.8606910705566406,hobby,20,False,30
hybrid_r0.3_s0.7,True,0.9148120880126953,hobby,20,False,30
latest,True,0.0011920928955078125,hobby,13,False,30
similarity,True,0.5350112915039062,hobby,13,False,30
hybrid_r0.9_s0.1,True,0.41484832763671875,hobby,13,False,30
hybrid_r0.7_s0.3,True,0.4634857177734375,hobby,13,False,30
hybrid_r0.5_s0.5,True,0.4069805145263672,hobby,13,False,30
hybrid_r0.3_s0.7,True,0.46515464782714844,hobby,13,False,30
latest,True,0.00095367431640625,hobby,15,True,30
similarity,True,0.4703998565673828,hobby,15,True,30
hybrid_r0.9_s0.1,True,0.5116462707519531,hobby,15,True,30
hybrid_r0.7_s0.3,True,0.46181678771972656,hobby,15,True,30
hybrid_r0.5_s0.5,True,0.4706382751464844,hobby,15,True,30
hybrid_r0.3_s0.7,True,0.44798851013183594,hobby,15,True,30
latest,True,0.0011920928955078125,hobby,29,True,30
similarity,True,0.9419918060302734,hobby,29,True,30
hybrid_r0.9_s0.1,True,0.8459091186523438,hobby,29,True,30
hybrid_r0.7_s0.3,True,0.8525848388671875,hobby,29,True,30
hybrid_r0.5_s0.5,True,0.8759498596191406,hobby,29,True,30
hybrid_r0.3_s0.7,True,0.9355545043945312,hobby,29,True,30
latest,True,0.00095367431640625,color,2,False,30
similarity,True,0.9789466857910156,color,2,False,30
hybrid_r0.9_s0.1,True,0.9319782257080078,color,2,False,30
hybrid_r0.7_s0.3,True,0.9009838104248047,color,2,False,30
hybrid_r0.5_s0.5,True,0.8189678192138672,color,2,False,30
hybrid_r0.3_s0.7,True,0.8752346038818359,color,2,False,30
latest,True,0.00095367431640625,city,15,False,30
similarity,True,0.48613548278808594,city,15,False,30
hybrid_r0.9_s0.1,True,0.4642009735107422,city,15,False,30
hybrid_r0.7_s0.3,True,0.5049705505371094,city,15,False,30
hybrid_r0.5_s0.5,True,0.48232078552246094,city,15,False,30
hybrid_r0.3_s0.7,True,0.4687309265136719,city,15,False,30
latest,True,0.00095367431640625,city,5,True,30
similarity,True,0.5886554718017578,city,5,True,30
hybrid_r0.9_s0.1,True,0.4267692565917969,city,5,True,30
hybrid_r0.7_s0.3,True,0.492095947265625,city,5,True,30
hybrid_r0.5_s0.5,True,0.5006790161132812,city,5,True,30
hybrid_r0.3_s0.7,True,0.48160552978515625,city,5,True,30
latest,True,0.001430511474609375,city,12,True,30
similarity,True,1.3225078582763672,city,12,True,30
hybrid_r0.9_s0.1,True,1.3513565063476562,city,12,True,30
hybrid_r0.7_s0.3,True,1.0237693786621094,city,12,True,30
hybrid_r0.5_s0.5,True,0.9632110595703125,city,12,True,30
hybrid_r0.3_s0.7,True,1.0247230529785156,city,12,True,30
latest,True,0.0011920928955078125,city,3,False,30
similarity,True,0.8206367492675781,city,3,False,30
hybrid_r0.9_s0.1,True,1.0101795196533203,city,3,False,30
hybrid_r0.7_s0.3,True,0.6594657897949219,city,3,False,30
hybrid_r0.5_s0.5,True,0.57220458984375,city,3,False,30
hybrid_r0.3_s0.7,True,0.5893707275390625,city,3,False,30
latest,True,0.0011920928955078125,pet,17,False,30
similarity,True,0.6089210510253906,pet,17,False,30
hybrid_r0.9_s0.1,True,0.6079673767089844,pet,17,False,30
hybrid_r0.7_s0.3,True,0.46539306640625,pet,17,False,30
hybrid_r0.5_s0.5,True,0.44608116149902344,pet,17,False,30
hybrid_r0.3_s0.7,True,0.4894733428955078,pet,17,False,30
latest,False,0.00095367431640625,pet,16,True,30
similarity,True,0.8916854858398438,pet,16,True,30
hybrid_r0.9_s0.1,False,0.8969306945800781,pet,16,True,30
hybrid_r0.7_s0.3,False,0.9458065032958984,pet,16,True,30
hybrid_r0.5_s0.5,False,0.8702278137207031,pet,16,True,30
hybrid_r0.3_s0.7,False,0.8978843688964844,pet,16,True,30
latest,True,0.0016689300537109375,color,20,False,30
similarity,True,0.5025863647460938,color,20,False,30
hybrid_r0.9_s0.1,True,0.5536079406738281,color,20,False,30
hybrid_r0.7_s0.3,True,0.48065185546875,color,20,False,30
hybrid_r0.5_s0.5,True,0.48804283142089844,color,20,False,30
hybrid_r0.3_s0.7,True,0.44727325439453125,color,20,False,30
latest,False,0.0011920928955078125,city,28,True,30
similarity,True,0.9357929229736328,city,28,True,30
hybrid_r0.9_s0.1,False,1.0013580322265625,city,28,True,30
hybrid_r0.7_s0.3,False,0.9975433349609375,city,28,True,30
hybrid_r0.5_s0.5,False,0.9253025054931641,city,28,True,30
hybrid_r0.3_s0.7,False,0.9107589721679688,city,28,True,30
latest,True,0.0011920928955078125,color,6,False,30
similarity,True,0.5135536193847656,color,6,False,30
hybrid_r0.9_s0.1,True,0.4494190216064453,color,6,False,30
hybrid_r0.7_s0.3,True,0.446319580078125,color,6,False,30
hybrid_r0.5_s0.5,True,0.41556358337402344,color,6,False,30
hybrid_r0.3_s0.7,True,0.4482269287109375,color,6,False,30
latest,True,0.0011920928955078125,color,15,False,30
similarity,True,0.9908676147460938,color,15,False,30
hybrid_r0.9_s0.1,True,0.8971691131591797,color,15,False,30
hybrid_r0.7_s0.3,True,0.9810924530029297,color,15,False,30
hybrid_r0.5_s0.5,True,0.8914470672607422,color,15,False,30
hybrid_r0.3_s0.7,True,0.8535385131835938,color,15,False,30
latest,True,0.00095367431640625,color,1,False,30
similarity,False,0.9298324584960938,color,1,False,30
hybrid_r0.9_s0.1,True,0.9386539459228516,color,1,False,30
hybrid_r0.7_s0.3,True,0.9105205535888672,color,1,False,30
hybrid_r0.5_s0.5,True,0.9012222290039062,color,1,False,30
hybrid_r0.3_s0.7,True,0.8625984191894531,color,1,False,30
latest,False,0.0011920928955078125,city,29,True,30
similarity,True,1.3432502746582031,city,29,True,30
hybrid_r0.9_s0.1,False,1.4233589172363281,city,29,True,30
hybrid_r0.7_s0.3,False,1.325368881225586,city,29,True,30
hybrid_r0.5_s0.5,False,1.3430118560791016,city,29,True,30
hybrid_r0.3_s0.7,False,1.2645721435546875,city,29,True,30
latest,True,0.0011920928955078125,hobby,8,False,30
similarity,False,0.9682178497314453,hobby,8,False,30
hybrid_r0.9_s0.1,True,1.0154247283935547,hobby,8,False,30
hybrid_r0.7_s0.3,True,0.8988380432128906,hobby,8,False,30
hybrid_r0.5_s0.5,True,0.9002685546875,hobby,8,False,30
hybrid_r0.3_s0.7,True,0.9088516235351562,hobby,8,False,30
latest,True,0.0011920928955078125,color,26,True,30
similarity,True,0.4622936248779297,color,26,True,30
hybrid_r0.9_s0.1,True,0.4286766052246094,color,26,True,30
hybrid_r0.7_s0.3,True,0.4553794860839844,color,26,True,30
hybrid_r0.5_s0.5,True,0.4901885986328125,color,26,True,30
hybrid_r0.3_s0.7,True,0.4487037658691406,color,26,True,30
latest,True,0.001430511474609375,city,21,False,30
similarity,True,0.4799365997314453,city,21,False,30
hybrid_r0.9_s0.1,True,0.44727325439453125,city,21,False,30
hybrid_r0.7_s0.3,True,0.5190372467041016,city,21,False,30
hybrid_r0.5_s0.5,True,0.4558563232421875,city,21,False,30
hybrid_r0.3_s0.7,True,0.41413307189941406,city,21,False,30
latest,True,0.00095367431640625,color,18,True,30
similarity,True,0.8788108825683594,color,18,True,30
hybrid_r0.9_s0.1,True,0.9074211120605469,color,18,True,30
hybrid_r0.7_s0.3,True,0.9355545043945312,color,18,True,30
hybrid_r0.5_s0.5,True,1.1217594146728516,color,18,True,30
hybrid_r0.3_s0.7,True,1.15966796875,color,18,True,30
latest,True,0.001430511474609375,hobby,26,True,30
similarity,True,0.46563148498535156,hobby,26,True,30
hybrid_r0.9_s0.1,True,0.5121231079101562,hobby,26,True,30
hybrid_r0.7_s0.3,True,0.45680999755859375,hobby,26,True,30
hybrid_r0.5_s0.5,True,0.46563148498535156,hobby,26,True,30
hybrid_r0.3_s0.7,True,0.4200935363769531,hobby,26,True,30
latest,True,0.00095367431640625,city,18,False,30
similarity,True,0.4849433898925781,city,18,False,30
hybrid_r0.9_s0.1,True,0.41794776916503906,city,18,False,30
hybrid_r0.7_s0.3,True,0.4527568817138672,city,18,False,30
hybrid_r0.5_s0.5,True,0.4355907440185547,city,18,False,30
hybrid_r0.3_s0.7,True,0.45299530029296875,city,18,False,30
latest,False,0.00095367431640625,hobby,22,True,30
similarity,True,0.9379386901855469,hobby,22,True,30
hybrid_r0.9_s0.1,False,0.911712646484375,hobby,22,True,30
hybrid_r0.7_s0.3,False,0.8904933929443359,hobby,22,True,30
hybrid_r0.5_s0.5,False,0.8685588836669922,hobby,22,True,30
hybrid_r0.3_s0.7,False,0.8988380432128906,hobby,22,True,30
latest,True,0.0016689300537109375,city,3,True,30
similarity,True,0.5376338958740234,city,3,True,30
hybrid_r0.9_s0.1,True,0.461578369140625,city,3,True,30
hybrid_r0.7_s0.3,True,0.5190372467041016,city,3,True,30
hybrid_r0.5_s0.5,True,0.43582916259765625,city,3,True,30
hybrid_r0.3_s0.7,True,0.4482269287109375,city,3,True,30
latest,True,0.00095367431640625,pet,15,False,30
similarity,False,0.946044921875,pet,15,False,30
hybrid_r0.9_s0.1,True,0.9546279907226562,pet,15,False,30
hybrid_r0.7_s0.3,True,0.8993148803710938,pet,15,False,30
hybrid_r0.5_s0.5,True,0.8995532989501953,pet,15,False,30
hybrid_r0.3_s0.7,True,1.0104179382324219,pet,15,False,30
latest,False,0.0011920928955078125,color,19,True,30
similarity,True,0.9036064147949219,color,19,True,30
hybrid_r0.9_s0.1,False,0.8862018585205078,color,19,True,30
hybrid_r0.7_s0.3,False,0.8831024169921875,color,19,True,30
hybrid_r0.5_s0.5,False,0.9162425994873047,color,19,True,30
hybrid_r0.3_s0.7,False,0.8981227874755859,color,19,True,30
latest,True,0.00095367431640625,pet,4,False,30
similarity,True,0.5168914794921875,pet,4,False,30
hybrid_r0.9_s0.1,True,0.45228004455566406,pet,4,False,30
hybrid_r0.7_s0.3,True,0.5123615264892578,pet,4,False,30
hybrid_r0.5_s0.5,True,0.44918060302734375,pet,4,False,30
hybrid_r0.3_s0.7,True,0.49757957458496094,pet,4,False,30
latest,True,0.0011920928955078125,pet,3,False,30
similarity,True,0.4296302795410156,pet,3,False,30
hybrid_r0.9_s0.1,True,0.5156993865966797,pet,3,False,30
hybrid_r0.7_s0.3,True,0.4520416259765625,pet,3,False,30
hybrid_r0.5_s0.5,True,0.5109310150146484,pet,3,False,30
hybrid_r0.3_s0.7,True,0.45108795166015625,pet,3,False,30
latest,True,0.0011920928955078125,color,27,False,30
similarity,True,0.5118846893310547,color,27,False,30
hybrid_r0.9_s0.1,True,0.41031837463378906,color,27,False,30
hybrid_r0.7_s0.3,True,0.46443939208984375,color,27,False,30
hybrid_r0.5_s0.5,True,0.4146099090576172,color,27,False,30
hybrid_r0.3_s0.7,True,0.44846534729003906,color,27,False,30
latest,True,0.00095367431640625,pet,28,True,30
similarity,True,0.8878707885742188,pet,28,True,30
hybrid_r0.9_s0.1,True,0.9119510650634766,pet,28,True,30
hybrid_r0.7_s0.3,True,0.8974075317382812,pet,28,True,30
hybrid_r0.5_s0.5,True,0.8819103240966797,pet,28,True,30
hybrid_r0.3_s0.7,True,0.8716583251953125,pet,28,True,30
latest,False,0.001430511474609375,hobby,16,True,30
similarity,True,0.8804798126220703,hobby,16,True,30
hybrid_r0.9_s0.1,False,0.8916854858398438,hobby,16,True,30
hybrid_r0.7_s0.3,False,0.8790493011474609,hobby,16,True,30
hybrid_r0.5_s0.5,False,0.9448528289794922,hobby,16,True,30
hybrid_r0.3_s0.7,False,0.9293556213378906,hobby,16,True,30
latest,False,0.0011920928955078125,pet,18,True,30
similarity,True,0.9310245513916016,pet,18,True,30
hybrid_r0.9_s0.1,False,0.9253025054931641,pet,18,True,30
hybrid_r0.7_s0.3,False,0.8914470672607422,pet,18,True,30
hybrid_r0.5_s0.5,False,0.8966922760009766,pet,18,True,30
hybrid_r0.3_s0.7,False,0.9245872497558594,pet,18,True,30
latest,False,0.0016689300537109375,hobby,23,True,30
similarity,False,0.9319782257080078,hobby,23,True,30
hybrid_r0.9_s0.1,False,1.6973018646240234,hobby,23,True,30
hybrid_r0.7_s0.3,False,0.6613731384277344,hobby,23,True,30
hybrid_r0.5_s0.5,False,0.7898807525634766,hobby,23,True,30
hybrid_r0.3_s0.7,False,0.7987022399902344,hobby,23,True,30
latest,True,0.0016689300537109375,hobby,30,True,30
similarity,True,0.36025047302246094,hobby,30,True,30
hybrid_r0.9_s0.1,True,0.3612041473388672,hobby,30,True,30
hybrid_r0.7_s0.3,True,0.33664703369140625,hobby,30,True,30
hybrid_r0.5_s0.5,True,0.3533363342285156,hobby,30,True,30
hybrid_r0.3_s0.7,True,0.3554821014404297,hobby,30,True,30
latest,False,0.00095367431640625,city,28,True,30
similarity,False,0.6899833679199219,city,28,True,30
hybrid_r0.9_s0.1,False,0.6463527679443359,city,28,True,30
hybrid_r0.7_s0.3,False,0.6542205810546875,city,28,True,30
hybrid_r0.5_s0.5,False,0.644683837890625,city,28,True,30
hybrid_r0.3_s0.7,False,0.6687641143798828,city,28,True,30
latest,True,0.00095367431640625,pet,8,False,30
similarity,False,1.0714530944824219,pet,8,False,30
hybrid_r0.9_s0.1,True,0.9658336639404297,pet,8,False,30
hybrid_r0.7_s0.3,True,0.9644031524658203,pet,8,False,30
hybrid_r0.5_s0.5,True,0.9586811065673828,pet,8,False,30
hybrid_r0.3_s0.7,True,0.9601116180419922,pet,8,False,30
latest,True,0.00095367431640625,pet,18,False,30
similarity,True,0.6701946258544922,pet,18,False,30
hybrid_r0.9_s0.1,True,0.5927085876464844,pet,18,False,30
hybrid_r0.7_s0.3,True,0.6561279296875,pet,18,False,30
hybrid_r0.5_s0.5,True,0.6995201110839844,pet,18,False,30
hybrid_r0.3_s0.7,True,0.6570816040039062,pet,18,False,30
latest,True,0.0011920928955078125,city,2,False,30
similarity,True,0.6251335144042969,city,2,False,30
hybrid_r0.9_s0.1,True,0.7746219635009766,city,2,False,30
hybrid_r0.7_s0.3,True,1.2857913970947266,city,2,False,30
hybrid_r0.5_s0.5,True,1.2023448944091797,city,2,False,30
hybrid_r0.3_s0.7,True,0.7650852203369141,city,2,False,30
latest,True,0.0011920928955078125,pet,20,False,30
similarity,False,0.7522106170654297,pet,20,False,30
hybrid_r0.9_s0.1,True,0.6995201110839844,pet,20,False,30
hybrid_r0.7_s0.3,True,0.7441043853759766,pet,20,False,30
hybrid_r0.5_s0.5,True,0.7107257843017578,pet,20,False,30
hybrid_r0.3_s0.7,True,0.6258487701416016,pet,20,False,30
latest,True,0.00095367431640625,pet,19,False,30
similarity,False,0.7088184356689453,pet,19,False,30
hybrid_r0.9_s0.1,True,0.720977783203125,pet,19,False,30
hybrid_r0.7_s0.3,True,0.7910728454589844,pet,19,False,30
hybrid_r0.5_s0.5,True,0.7555484771728516,pet,19,False,30
hybrid_r0.3_s0.7,True,0.7474422454833984,pet,19,False,30
latest,False,0.0011920928955078125,city,13,True,30
similarity,True,0.7414817810058594,city,13,True,30
hybrid_r0.9_s0.1,False,0.6761550903320312,city,13,True,30
hybrid_r0.7_s0.3,False,0.6430149078369141,city,13,True,30
hybrid_r0.5_s0.5,False,0.6456375122070312,city,13,True,30
hybrid_r0.3_s0.7,False,0.6349086761474609,city,13,True,30
latest,True,0.0011920928955078125,color,23,True,30
similarity,True,0.3287792205810547,color,23,True,30
hybrid_r0.9_s0.1,True,0.3337860107421875,color,23,True,30
hybrid_r0.7_s0.3,True,0.36716461181640625,color,23,True,30
hybrid_r0.5_s0.5,True,0.3528594970703125,color,23,True,30
hybrid_r0.3_s0.7,True,0.3581047058105469,color,23,True,30
latest,False,0.00095367431640625,city,30,True,30
similarity,True,0.6749629974365234,city,30,True,30
hybrid_r0.9_s0.1,False,0.6649494171142578,city,30,True,30
hybrid_r0.7_s0.3,False,0.5910396575927734,city,30,True,30
hybrid_r0.5_s0.5,False,0.6062984466552734,city,30,True,30
hybrid_r0.3_s0.7,False,0.7929801940917969,city,30,True,30
latest,True,0.00095367431640625,color,6,False,30
similarity,True,0.5006790161132812,color,6,False,30
hybrid_r0.9_s0.1,True,0.38433074951171875,color,6,False,30
hybrid_r0.7_s0.3,True,0.32258033752441406,color,6,False,30
hybrid_r0.5_s0.5,True,0.34046173095703125,color,6,False,30
hybrid_r0.3_s0.7,True,0.3170967102050781,color,6,False,30
latest,True,0.0011920928955078125,hobby,11,False,30
similarity,True,0.31375885009765625,hobby,11,False,30
hybrid_r0.9_s0.1,True,0.31566619873046875,hobby,11,False,30
hybrid_r0.7_s0.3,True,0.3018379211425781,hobby,11,False,30
hybrid_r0.5_s0.5,True,0.2853870391845703,hobby,11,False,30
hybrid_r0.3_s0.7,True,0.30112266540527344,hobby,11,False,30
latest,True,0.00095367431640625,city,14,False,30
similarity,False,0.6067752838134766,city,14,False,30
hybrid_r0.9_s0.1,True,0.6556510925292969,city,14,False,30
hybrid_r0.7_s0.3,True,0.6418228149414062,city,14,False,30
hybrid_r0.5_s0.5,True,0.6308555603027344,city,14,False,30
hybrid_r0.3_s0.7,True,0.5774497985839844,city,14,False,30
latest,True,0.0011920928955078125,hobby,5,False,30
similarity,True,0.32329559326171875,hobby,5,False,30
hybrid_r0.9_s0.1,True,0.3159046173095703,hobby,5,False,30
hybrid_r0.7_s0.3,True,0.30303001403808594,hobby,5,False,30
hybrid_r0.5_s0.5,True,0.2913475036621094,hobby,5,False,30
hybrid_r0.3_s0.7,True,0.3027915954589844,hobby,5,False,30
latest,True,0.00095367431640625,hobby,1,False,30
similarity,True,0.3554821014404297,hobby,1,False,30
hybrid_r0.9_s0.1,True,0.3190040588378906,hobby,1,False,30
hybrid_r0.7_s0.3,True,0.3075599670410156,hobby,1,False,30
hybrid_r0.5_s0.5,True,0.3020763397216797,hobby,1,False,30
hybrid_r0.3_s0.7,True,0.2887248992919922,hobby,1,False,30
latest,True,0.00095367431640625,pet,30,True,30
similarity,False,1.0077953338623047,pet,30,True,30
hybrid_r0.9_s0.1,True,0.9686946868896484,pet,30,True,30
hybrid_r0.7_s0.3,True,0.8940696716308594,pet,30,True,30
hybrid_r0.5_s0.5,True,0.9632110595703125,pet,30,True,30
hybrid_r0.3_s0.7,False,0.9510517120361328,pet,30,True,30
latest,True,0.00095367431640625,hobby,23,False,30
similarity,True,0.3330707550048828,hobby,23,False,30
hybrid_r0.9_s0.1,True,0.32639503479003906,hobby,23,False,30
hybrid_r0.7_s0.3,True,0.3268718719482422,hobby,23,False,30
hybrid_r0.5_s0.5,True,0.30350685119628906,hobby,23,False,30
hybrid_r0.3_s0.7,True,0.28586387634277344,hobby,23,False,30
latest,True,0.00095367431640625,color,16,False,30
similarity,False,0.6818771362304688,color,16,False,30
hybrid_r0.9_s0.1,True,0.6365776062011719,color,16,False,30
hybrid_r0.7_s0.3,True,0.5805492401123047,color,16,False,30
hybrid_r0.5_s0.5,True,0.6556510925292969,color,16,False,30
hybrid_r0.3_s0.7,True,0.6344318389892578,color,16,False,30
latest,True,0.00095367431640625,color,12,False,30
similarity,True,0.3757476806640625,color,12,False,30
hybrid_r0.9_s0.1,True,0.3757476806640625,color,12,False,30
hybrid_r0.7_s0.3,True,0.3409385681152344,color,12,False,30
hybrid_r0.5_s0.5,True,0.3714561462402344,color,12,False,30
hybrid_r0.3_s0.7,True,0.32639503479003906,color,12,False,30
latest,True,0.0011920928955078125,pet,13,False,30
similarity,True,1.0294914245605469,pet,13,False,30
hybrid_r0.9_s0.1,True,0.9298324584960938,pet,13,False,30
hybrid_r0.7_s0.3,True,0.9331703186035156,pet,13,False,30
hybrid_r0.5_s0.5,True,0.965118408203125,pet,13,False,30
hybrid_r0.3_s0.7,True,1.056671142578125,pet,13,False,30
latest,True,0.0011920928955078125,hobby,5,False,30
similarity,True,0.3757476806640625,hobby,5,False,30
hybrid_r0.9_s0.1,True,0.33664703369140625,hobby,5,False,30
hybrid_r0.7_s0.3,True,0.2894401550292969,hobby,5,False,30
hybrid_r0.5_s0.5,True,0.30350685119628906,hobby,5,False,30
hybrid_r0.3_s0.7,True,0.3204345703125,hobby,5,False,30
latest,True,0.0011920928955078125,city,30,False,30
similarity,True,0.35262107849121094,city,30,False,30
hybrid_r0.9_s0.1,True,0.36787986755371094,city,30,False,30
hybrid_r0.7_s0.3,True,0.3592967987060547,city,30,False,30
hybrid_r0.5_s0.5,True,0.354766845703125,city,30,False,30
hybrid_r0.3_s0.7,True,0.38170814514160156,city,30,False,30
latest,True,0.0011920928955078125,city,24,True,30
similarity,True,0.41961669921875,city,24,True,30
hybrid_r0.9_s0.1,True,0.3733634948730469,city,24,True,30
hybrid_r0.7_s0.3,True,0.3554821014404297,city,24,True,30
hybrid_r0.5_s0.5,True,0.35953521728515625,city,24,True,30
hybrid_r0.3_s0.7,True,0.34117698669433594,city,24,True,30
latest,True,0.001430511474609375,hobby,5,False,30
similarity,True,0.38051605224609375,hobby,5,False,30
hybrid_r0.9_s0.1,True,0.3719329833984375,hobby,5,False,30
hybrid_r0.7_s0.3,True,0.3616809844970703,hobby,5,False,30
hybrid_r0.5_s0.5,True,0.33211708068847656,hobby,5,False,30
hybrid_r0.3_s0.7,True,0.3223419189453125,hobby,5,False,30
latest,True,0.0011920928955078125,hobby,24,False,30
similarity,True,0.35262107849121094,hobby,24,False,30
hybrid_r0.9_s0.1,True,0.3440380096435547,hobby,24,False,30
hybrid_r0.7_s0.3,True,0.33545494079589844,hobby,24,False,30
hybrid_r0.5_s0.5,True,0.3590583801269531,hobby,24,False,30
hybrid_r0.3_s0.7,True,0.3616809844970703,hobby,24,False,30
latest,True,0.0011920928955078125,color,27,True,30
similarity,True,0.36525726318359375,color,27,True,30
hybrid_r0.9_s0.1,True,0.34546852111816406,color,27,True,30
hybrid_r0.7_s0.3,True,0.3216266632080078,color,27,True,30
hybrid_r0.5_s0.5,True,0.3142356872558594,color,27,True,30
hybrid_r0.3_s0.7,True,0.35119056701660156,color,27,True,30
latest,True,0.00095367431640625,pet,27,True,30
similarity,True,0.3840923309326172,pet,27,True,30
hybrid_r0.9_s0.1,True,0.3490447998046875,pet,27,True,30
hybrid_r0.7_s0.3,True,0.32591819763183594,pet,27,True,30
hybrid_r0.5_s0.5,True,0.33020973205566406,pet,27,True,30
hybrid_r0.3_s0.7,True,0.33283233642578125,pet,27,True,30
latest,True,0.00095367431640625,color,19,False,30
similarity,True,0.3638267517089844,color,19,False,30
hybrid_r0.9_s0.1,True,0.3247261047363281,color,19,False,30
hybrid_r0.7_s0.3,True,0.3578662872314453,color,19,False,30
hybrid_r0.5_s0.5,True,0.3788471221923828,color,19,False,30
hybrid_r0.3_s0.7,True,0.31375885009765625,color,19,False,30
latest,True,0.0011920928955078125,pet,19,False,30
similarity,True,0.35691261291503906,pet,19,False,30
hybrid_r0.9_s0.1,True,0.34427642822265625,pet,19,False,30
hybrid_r0.7_s0.3,True,0.30612945556640625,pet,19,False,30
hybrid_r0.5_s0.5,True,0.3123283386230469,pet,19,False,30
hybrid_r0.3_s0.7,True,0.32448768615722656,pet,19,False,30
latest,True,0.0011920928955078125,pet,17,True,30
similarity,True,0.3662109375,pet,17,True,30
hybrid_r0.9_s0.1,True,0.3371238708496094,pet,17,True,30
hybrid_r0.7_s0.3,True,0.32067298889160156,pet,17,True,30
hybrid_r0.5_s0.5,True,0.3345012664794922,pet,17,True,30
hybrid_r0.3_s0.7,True,0.33020973205566406,pet,17,True,30
latest,True,0.0011920928955078125,city,2,True,30
similarity,True,0.37670135498046875,city,2,True,30
hybrid_r0.9_s0.1,True,0.32806396484375,city,2,True,30
hybrid_r0.7_s0.3,True,0.3294944763183594,city,2,True,30
hybrid_r0.5_s0.5,True,0.33164024353027344,city,2,True,30
hybrid_r0.3_s0.7,True,0.3247261047363281,city,2,True,30
latest,True,0.00095367431640625,city,2,True,30
similarity,True,0.35071372985839844,city,2,True,30
hybrid_r0.9_s0.1,True,0.3619194030761719,city,2,True,30
hybrid_r0.7_s0.3,True,0.3566741943359375,city,2,True,30
hybrid_r0.5_s0.5,True,0.3504753112792969,city,2,True,30
hybrid_r0.3_s0.7,True,0.3311634063720703,city,2,True,30
latest,False,0.0011920928955078125,color,15,True,30
similarity,False,0.8113384246826172,color,15,True,30
